Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Age,Age_Band,Has_Valid_Contact
S00319,Katherine Woods,2014-12-05,Grade 5,001-419-328-3771,10.0,0-14,True
S00320,Tony Hill,2014-01-01,Grade 3,624.750.5412x486,11.0,0-14,True
S00321,Gina Thomas,2013-08-15,Grade 4,Not Provided,11.0,0-14,True
S00322,Bryan Johnson,,Grade 5,(250)348-9737x069,,Unknown,True
S00323,Kathleen Ewing,2007-07-29,Grade 1,880.323.2479x78369,17.0,15-19,True
S00324,Brandon Ewing,2012-05-17,Grade 4,220.238.7955x8518,13.0,0-14,True
S00325,Robert Lopez,,Grade 1,7094558444,,Unknown,True
S00326,Adrian Smith,2014-02-09,Grade 3,Not Provided,11.0,0-14,True
S00327,John James,,Grade 4,(382)292-7448,,Unknown,True
S00328,Janice Carter,2013-12-15,Grade 3,(374)813-1643,11.0,0-14,True
S00329,Mary Mendez,2015-02-04,Grade 5,881.380.4666,10.0,0-14,True
S00330,Christopher Anderson,2013-05-24,Grade 4,+1-516-259-9758x518,12.0,0-14,True
S00331,Andre Bruce,,Grade 4,8045845885,,Unknown,True
S00332,Cynthia Hayden,2016-05-06,Grade 3,(814)730-5776,9.0,0-14,True
S00333,Debra Zhang,2018-02-18,Grade 2,9207149046,7.0,0-14,True
S00334,Jacob Thomas,2018-07-17,Grade 3,Not Provided,6.0,0-14,True
S00335,Jessica Kim,2018-03-01,Grade 4,772.244.3313x0822,7.0,0-14,True
S00336,Kristin Blake,2008-11-04,Grade 3,803.963.1286x51923,16.0,15-19,True
S00337,Laura Ramirez,2007-03-04,Grade 1,+1-512-445-6206x4650,18.0,15-19,True
S00338,Mark Vega,2013-02-24,Grade 4,6364023798,12.0,0-14,True
S00339,Hannah Black,2015-04-25,Grade 5,+1-364-491-7527x51134,10.0,0-14,True
S00340,Daniel Santos Jr.,2016-03-22,Grade 3,272-854-3014,9.0,0-14,True
S00341,Brittany Gonzales,,Grade 5,3837742751,,Unknown,True
S00342,Roberto Lowe,2017-04-15,Grade 4,5912796050,8.0,0-14,True
S00343,Aaron Edwards,2010-05-30,Grade 1,459.591.0894x6660,15.0,15-19,True
S00344,Nicholas Hickman,2012-12-31,Grade 3,799-640-4267x2583,12.0,0-14,True
S00345,Ronald Sullivan,2009-12-06,Grade 1,425-209-0599,15.0,15-19,True
S00346,Todd Day,2018-05-12,Grade 2,(720)886-8293,7.0,0-14,True
S00347,Debbie Brooks,2018-03-17,Grade 4,(931)438-9442x09684,7.0,0-14,True
S00348,Lauren Hansen,2009-11-01,Grade 4,971.980.9492,15.0,15-19,True
S00349,Elizabeth Mitchell,2007-03-18,Grade 2,687.280.4805,18.0,15-19,True
S00350,Vanessa Ryan,2009-05-03,Grade 5,453.265.4168x810,16.0,15-19,True
S00351,Charlene Henry,,Grade 3,001-347-309-4819x88986,,Unknown,True
S00352,Laura Bailey,2010-11-25,Grade 1,391-497-3088,14.0,0-14,True
S00353,Mary Schneider,2014-11-25,Grade 3,2072847846,10.0,0-14,True
S00354,Shawna Johnson,2007-03-29,Grade 5,001-532-880-7552x3135,18.0,15-19,True
S00355,Elizabeth Cruz,2007-06-08,Grade 5,+1-936-761-6582x16209,18.0,15-19,True
S00356,Christine Shaw,,Grade 5,234-772-5348,,Unknown,True
S00357,Melissa Mathis,2008-03-03,Grade 5,(305)841-5452x341,17.0,15-19,True
S00358,Steven Jackson,2012-02-11,Grade 2,980-869-3884x10686,13.0,0-14,True
S00359,Anna Lee,2015-02-19,Grade 1,(899)306-8746,10.0,0-14,True
S00360,Zachary Nguyen,2011-11-10,Grade 4,3217082166,13.0,0-14,True
S00361,John Anderson,2019-02-12,Grade 1,Not Provided,6.0,0-14,True
S00362,Donald Taylor,2016-09-23,Grade 4,(832)941-0727,8.0,0-14,True
S00363,Brian Henry,,Grade 3,9487320106,,Unknown,True
S00364,Dr. Brett Hall,2010-06-10,Grade 2,8382537204,15.0,15-19,True
S00365,Michael Glass,,Grade 3,(995)337-7703x5266,,Unknown,True
S00366,Karen Bowman,,Grade 2,(361)714-5163,,Unknown,True
S00367,Sean Miller,2014-01-30,Grade 1,231-775-5967x81773,11.0,0-14,True
S00368,Beth Hammond,2012-03-27,Grade 2,751.485.8130,13.0,0-14,True
S00369,Haley Fox,,Grade 2,7419488914,,Unknown,True
S00370,Christopher Knox,2017-03-06,Grade 1,730.387.4971,8.0,0-14,True
S00371,Kyle Smith,2015-11-13,Grade 1,(872)940-9360x86789,9.0,0-14,True
S00372,Laura Lopez,2013-07-16,Grade 4,+1-680-492-7358,11.0,0-14,True
S00373,Lisa Gray,2013-09-09,Grade 4,+1-399-535-5789x439,11.0,0-14,True
S00374,Jessica Price,2017-10-14,Grade 1,646.860.8453,7.0,0-14,True
S00375,George Hunter,,Grade 4,(869)850-6842,,Unknown,True
S00376,Sheryl Lopez Dds,,Grade 5,647.482.9522x7880,,Unknown,True
S00377,Christina King,2014-01-24,Grade 1,577.261.4710,11.0,0-14,True
S00378,William Baker,2016-10-20,Grade 1,415.402.2549x3144,8.0,0-14,True
S00379,William White,2006-06-01,Grade 3,+1-921-867-1952x37917,19.0,15-19,True
S00380,Jamie Butler,2010-06-20,Grade 2,Not Provided,15.0,15-19,True
S00381,Dana Robinson,2013-07-04,Grade 1,552-681-6994x5776,11.0,0-14,True
S00382,David Cline,,Grade 1,Not Provided,,Unknown,True
S00383,Kristi Allen,2014-10-09,Grade 1,(823)499-7234x728,10.0,0-14,True
S00384,Melissa Moore,2009-06-06,Grade 4,001-589-931-1524,16.0,15-19,True
S00385,Alicia Gonzalez,2009-12-03,Grade 2,570.833.8817x312,15.0,15-19,True
S00386,Christopher Wallace,2013-02-18,Grade 1,929.583.1673x770,12.0,0-14,True
S00387,Christopher Neal,2008-09-18,Grade 1,308.609.6304,16.0,15-19,True
S00388,Grant Maddox,2011-12-22,Grade 2,981.484.7611x46410,13.0,0-14,True
S00389,Cameron Gibson,2018-06-19,Grade 1,(221)288-4630x396,7.0,0-14,True
S00390,Kimberly Young,2018-09-09,Grade 2,+1-270-404-4954x2565,6.0,0-14,True
S00391,Shelly Garner,2009-10-14,Grade 4,+1-301-578-5593x28873,15.0,15-19,True
S00392,Amanda Wood,2009-07-03,Grade 2,325-307-8560x4498,15.0,15-19,True
S00393,Stacey Gutierrez,,Grade 3,Not Provided,,Unknown,True
S00394,Steven Barnes,2009-12-23,Grade 4,666-527-9237x49105,15.0,15-19,True
S00395,Deborah Russo,2014-08-30,Grade 3,4743138638,10.0,0-14,True
S00396,Jeremy Li,2015-05-16,Grade 1,246-255-8338x0462,10.0,0-14,True
S00397,Mario Pena,2013-09-19,Grade 2,+1-521-378-9806x43305,11.0,0-14,True
S00398,Brian Little,2018-02-04,Grade 3,(959)658-1376x65266,7.0,0-14,True
S00399,Jennifer Johnson,2012-05-27,Grade 1,001-323-873-1770x14109,13.0,0-14,True
S00400,Ashley Olsen,2008-03-15,Grade 1,001-908-644-3786x1955,17.0,15-19,True
S00401,Justin Vang,2007-10-27,Grade 3,959.297.5406x925,17.0,15-19,True
S00402,Brian Johnston,2013-06-04,Grade 4,001-782-310-1431,12.0,0-14,True
S00403,Clinton Moss,2009-01-31,Grade 1,+1-303-929-3017x74504,16.0,15-19,True
S00404,Stacie Jordan,2010-03-15,Grade 5,543-931-0299x2602,15.0,15-19,True
S00405,Kyle Silva,2007-02-19,Grade 2,001-335-495-6512x1006,18.0,15-19,True
S00406,Gregory Smith,2015-09-25,Grade 5,+1-363-517-4301,9.0,0-14,True
S00407,Samantha Martin,2011-04-05,Grade 1,(228)842-3513,14.0,0-14,True
S00408,Kathleen Singh,2014-02-08,Grade 2,(884)959-6930x7478,11.0,0-14,True
S00409,Sarah Mendoza,2017-06-11,Grade 5,+1-625-920-9989x0417,8.0,0-14,True
S00410,Tracy Hernandez,2017-06-05,Grade 4,994-497-5218x33233,8.0,0-14,True
S00411,John Ochoa,,Grade 5,Not Provided,,Unknown,True
S00412,Jean Baker,2017-10-13,Grade 5,+1-277-240-8437,7.0,0-14,True
S00413,Susan Schroeder,2013-08-25,Grade 3,+1-909-772-6947x1021,11.0,0-14,True
S00414,Denise Johnson,2013-02-17,Grade 5,366.876.5045,12.0,0-14,True
S00415,Danielle Williams,2008-03-03,Grade 4,001-415-523-8820x53122,17.0,15-19,True
S00416,Dillon Braun,2013-07-10,Grade 1,001-664-567-9106,11.0,0-14,True
S00417,Nathan Bowen,2012-02-09,Grade 1,001-742-957-6257x59773,13.0,0-14,True
S00418,Charles Odonnell,2008-02-29,Grade 4,Not Provided,17.0,15-19,True
S00419,Ricky Roberts,,Grade 4,+1-478-941-9543,,Unknown,True
S00420,Amber Ross,2007-06-19,Grade 5,406.880.4542x181,18.0,15-19,True
S00421,Kendra Perkins,,Grade 1,6004652904,,Unknown,True
S00422,Autumn Dorsey,,Grade 2,570-554-2403,,Unknown,True
S00423,Logan Mckinney,2013-03-31,Grade 3,718.954.8983,12.0,0-14,True
S00424,Nicholas Adkins,2018-12-23,Grade 2,001-575-234-8371x7337,6.0,0-14,True
S00425,Cody Cantrell,2018-11-18,Grade 5,610-242-5658,6.0,0-14,True
S00426,Mary Moon,2018-10-05,Grade 2,+1-879-207-4122x31727,6.0,0-14,True
S00427,William Brooks,2006-03-21,Grade 3,9454326662,19.0,15-19,True
S00428,Jeremiah Morgan,2006-08-03,Grade 1,6056878458,18.0,15-19,True
S00429,Meghan Prince,2006-05-15,Grade 3,316-250-2606,19.0,15-19,True
S00430,Cole Solis,2007-05-08,Grade 5,786.459.7748x15172,18.0,15-19,True
S00431,Jodi Jones,2017-07-17,Grade 2,396-712-2203x52658,7.0,0-14,True
S00432,Nicholas House,2015-10-10,Grade 4,461.434.7483,9.0,0-14,True
S00433,Donald Thompson,,Grade 2,(292)964-0291x9545,,Unknown,True
S00434,Leslie Moody,2012-12-15,Grade 4,724-307-4403x50362,12.0,0-14,True
S00435,Paul Holloway,2008-09-26,Grade 1,453.798.9650,16.0,15-19,True
S00436,Stephanie Sexton,2012-02-05,Grade 5,901-608-1104x733,13.0,0-14,True
S00437,Jason Rodriguez,2018-04-24,Grade 5,9678744928,7.0,0-14,True
S00438,April Duarte,2017-03-27,Grade 5,474-572-2446,8.0,0-14,True
S00439,Pamela Smith,2009-02-06,Grade 5,675.774.3478,16.0,15-19,True
S00440,Melissa Weiss,2018-09-22,Grade 5,731-909-2944,6.0,0-14,True
S00441,Tony Collins,2012-05-02,Grade 3,+1-938-463-1996,13.0,0-14,True
S00442,Ryan Robertson,2016-09-16,Grade 3,(251)230-2758,8.0,0-14,True
S00443,Destiny Lloyd,2014-04-28,Grade 5,699-204-3785x984,11.0,0-14,True
S00444,Dustin David,,Grade 5,707.492.0113,,Unknown,True
S00445,Richard Underwood,2013-06-02,Grade 4,660-206-9530x98823,12.0,0-14,True
S00446,Miguel Perez,2016-01-27,Grade 3,(398)922-2274,9.0,0-14,True
S00447,Michael Morris,2009-08-06,Grade 5,974.210.8663x283,15.0,15-19,True
S00448,Rachel Knight,2013-09-10,Grade 4,(885)951-3011x984,11.0,0-14,True
S00449,Douglas Robbins,,Grade 5,001-343-404-1021x898,,Unknown,True
S00450,Jared Turner,2016-05-08,Grade 1,695.995.8462,9.0,0-14,True
S00451,Kathryn Jackson,2016-09-19,Grade 5,(507)282-7190x654,8.0,0-14,True
S00452,Andrew Juarez,2017-04-06,Grade 3,+1-269-500-0786x049,8.0,0-14,True
S00453,Mackenzie Barron,2012-08-09,Grade 5,945.385.9194,12.0,0-14,True
S00454,Brian Green,2010-12-06,Grade 3,001-631-770-4059x746,14.0,0-14,True
S00455,Sarah Peters,2013-06-05,Grade 2,(785)990-1482x05025,12.0,0-14,True
S00456,Rhonda Juarez,2015-12-13,Grade 3,(355)948-7247x936,9.0,0-14,True
S00457,Jesus Lawrence,2011-05-06,Grade 1,001-989-640-4995x4364,14.0,0-14,True
S00458,Amber Gray,2011-03-10,Grade 5,(926)725-4098x89457,14.0,0-14,True
S00459,Maria Miranda,2018-09-06,Grade 4,315-852-4257x755,6.0,0-14,True
S00460,Heather Park,,Grade 4,Not Provided,,Unknown,True
S00461,Jose Young,2016-02-22,Grade 5,001-435-701-0998x0726,9.0,0-14,True
S00462,Samantha Potter,2009-05-30,Grade 3,863.791.0698x705,16.0,15-19,True
S00463,Scott Hamilton,2013-01-11,Grade 2,693-872-9292x121,12.0,0-14,True
S00464,Ronald Thompson,2018-09-17,Grade 1,001-327-205-5939x8628,6.0,0-14,True
S00465,Henry Long,2015-08-02,Grade 5,001-925-388-7543x539,9.0,0-14,True
S00466,Ashley Parsons,2013-04-12,Grade 2,731.954.3326x0796,12.0,0-14,True
S00467,Zoe Wright,2016-01-23,Grade 3,770-854-0560x47370,9.0,0-14,True
S00468,Christopher Dixon,2010-06-04,Grade 1,8223216819,15.0,15-19,True
S00469,Lucas Anderson,2013-09-12,Grade 5,001-562-325-3331,11.0,0-14,True
S00470,Michael Gomez,2013-04-28,Grade 5,001-341-493-7497x202,12.0,0-14,True
S00471,Robin Collier,2018-09-10,Grade 3,Not Provided,6.0,0-14,True
S00472,Mrs. Anita Escobar,2014-09-06,Grade 3,001-904-630-5348,10.0,0-14,True
S00473,Trevor Black,2009-08-14,Grade 1,+1-885-916-5566x7012,15.0,15-19,True
S00474,Riley Lopez,2010-12-16,Grade 2,+1-389-801-4168x69241,14.0,0-14,True
S00475,Amy Perry,2007-10-26,Grade 2,9168939933,17.0,15-19,True
S00476,Jacob Ramirez,2007-08-23,Grade 5,001-353-681-9160x02500,17.0,15-19,True
S00477,Cindy Snyder,,Grade 2,916.902.0703,,Unknown,True
S00478,Jeremy Davis,2012-07-05,Grade 1,+1-274-946-4584,12.0,0-14,True
S00479,Nicole Morgan,2015-12-14,Grade 4,001-576-492-4634x854,9.0,0-14,True
S00480,Robert Cook,2017-09-26,Grade 3,+1-332-725-8683,7.0,0-14,True
S00481,Terri Austin,2009-11-23,Grade 2,793.932.1526,15.0,15-19,True
S00482,Cesar Wallace,2013-01-19,Grade 5,Not Provided,12.0,0-14,True
S00483,Kendra Noble,,Grade 5,707-901-8204,,Unknown,True
S00484,Nicholas Turner,2007-02-23,Grade 3,(852)472-7127x6052,18.0,15-19,True
S00485,Lisa Villarreal,2016-09-08,Grade 3,+1-298-446-6469x54394,8.0,0-14,True
S00486,Richard Carter,2007-04-02,Grade 5,576.225.0960x4768,18.0,15-19,True
S00487,Morgan Fisher,2010-09-20,Grade 5,476.932.1125x1166,14.0,0-14,True
S00488,Joshua Cole,2007-08-09,Grade 1,(480)422-3843x03545,17.0,15-19,True
S00489,Charles Lopez,2017-05-16,Grade 5,500.493.8413x7603,8.0,0-14,True
S00490,Matthew Fleming,2015-03-18,Grade 1,889-482-6193x0895,10.0,0-14,True
S00491,Kim Roberts,2010-08-01,Grade 3,269-765-9430x884,14.0,0-14,True
S00492,Lawrence Jones,2010-06-14,Grade 3,227.834.2819x279,15.0,15-19,True
S00493,Theodore Leach,2018-02-28,Grade 1,+1-508-490-9533x490,7.0,0-14,True
S00494,Hector Macias,2011-06-21,Grade 5,497.773.6528x44158,14.0,0-14,True
S00495,Felicia Lambert,,Grade 3,982.272.3000x688,,Unknown,True
S00496,Victoria Lopez,2014-10-09,Grade 2,+1-680-273-5320,10.0,0-14,True
S00497,Patricia Graham,2015-10-29,Grade 3,+1-220-588-1776x0562,9.0,0-14,True
S00498,Briana Jennings,2010-08-15,Grade 5,001-878-259-9601x31391,14.0,0-14,True
S00499,James Lopez,2014-06-10,Grade 3,714.240.1893,11.0,0-14,True
S00500,Christopher Foster,2014-06-15,Grade 1,001-623-828-5362x32419,11.0,0-14,True
S00501,Charles Jones,2014-03-30,Grade 2,(639)594-2202x53104,11.0,0-14,True
S00502,Patricia Peterson,2012-09-01,Grade 5,707.354.9495x943,12.0,0-14,True
S00503,Larry Palmer,,Grade 1,894-639-0523x96061,,Unknown,True
S00504,Kristen Bridges,,Grade 3,257-801-9223x159,,Unknown,True
S00505,Jessica Holmes,,Grade 2,(347)301-3217,,Unknown,True
S00506,Susan Thomas,2013-04-13,Grade 5,4423205529,12.0,0-14,True
S00507,Mark Dixon,2012-12-20,Grade 3,+1-701-236-2271x79990,12.0,0-14,True
S00508,Mrs. Kaitlin West,2018-09-05,Grade 3,377.271.3222x92410,6.0,0-14,True
S00509,David Johnson,2017-12-11,Grade 4,453-682-8511,7.0,0-14,True
S00510,Zachary Ramirez,2010-10-09,Grade 1,Not Provided,14.0,0-14,True
S00511,William Stanley,2014-11-24,Grade 4,001-344-843-9097,10.0,0-14,True
S00512,Andrea Thompson,2010-01-27,Grade 1,451-402-9268,15.0,15-19,True
S00513,Ashley Cunningham,2014-12-15,Grade 3,8935388808,10.0,0-14,True
S00514,Amanda Stephenson,2014-12-28,Grade 1,417.347.8040,10.0,0-14,True
S00515,David Lawson,2018-07-24,Grade 1,+1-251-496-4264x54441,6.0,0-14,True
S00516,Marisa Baker,2019-02-26,Grade 1,001-607-866-4564,6.0,0-14,True
S00517,Mrs. Charlene Chang,,Grade 1,001-959-970-9814x80516,,Unknown,True
S00518,Danielle Palmer,2009-11-26,Grade 4,Not Provided,15.0,15-19,True
S00519,Bonnie Wilson Md,2012-12-03,Grade 3,001-968-640-7770x73231,12.0,0-14,True
S00520,Paul Bowers,2016-03-14,Grade 5,+1-794-510-7260x8085,9.0,0-14,True
S00521,Leonard Price,2010-10-05,Grade 2,+1-957-446-0812x928,14.0,0-14,True
S00522,Leslie Jacobs,2013-10-07,Grade 1,001-910-336-4908x2618,11.0,0-14,True
S00523,David King,2017-04-14,Grade 1,639-498-7455x18215,8.0,0-14,True
S00524,George White,2017-10-24,Grade 3,688.991.0976x5911,7.0,0-14,True
S00525,Mr. Justin Thornton,2008-02-03,Grade 5,Not Provided,17.0,15-19,True
S00526,Anthony Gutierrez,,Grade 5,+1-231-712-6008x176,,Unknown,True
S00527,Raymond Le,2006-12-09,Grade 4,441-846-7610,18.0,15-19,True
S00528,Samantha Beard,,Grade 5,(905)952-5138,,Unknown,True
S00529,Heather Garcia,2012-12-12,Grade 4,001-942-527-1116x404,12.0,0-14,True
S00530,Parker Floyd,2012-04-04,Grade 5,758-771-2131x9727,13.0,0-14,True
S00531,Eric Foster,2017-04-21,Grade 3,001-535-936-6070x50648,8.0,0-14,True
S00532,Chris Lam,2018-07-10,Grade 5,529.657.3465x3919,6.0,0-14,True
S00533,Lee Garza,2010-10-04,Grade 1,7289078553,14.0,0-14,True
S00534,George Aguirre,2009-07-06,Grade 5,2514063526,15.0,15-19,True
S00535,Jennifer Porter,,Grade 5,458-401-5787,,Unknown,True
S00536,Benjamin Johnson,2013-10-03,Grade 5,+1-792-680-5765x0461,11.0,0-14,True
S00537,Earl Rojas,2016-08-02,Grade 2,001-239-485-2413x063,8.0,0-14,True
S00538,Cynthia Garcia,,Grade 4,+1-791-735-4737,,Unknown,True
S00539,Christopher Barajas,2009-05-29,Grade 3,281.271.7910x3432,16.0,15-19,True
S00540,Jessica Gonzalez,2006-06-01,Grade 5,964.508.1222x85364,19.0,15-19,True
S00541,Joe Garner,,Grade 2,3557215534,,Unknown,True
S00542,Danielle Young,2006-11-19,Grade 3,+1-401-794-8763x934,18.0,15-19,True
S00543,Patrick Jennings,2012-06-01,Grade 2,854-313-6284x4862,13.0,0-14,True
S00544,Norma Roth,2016-10-28,Grade 3,Not Provided,8.0,0-14,True
S00545,Robert Boyle,2012-10-27,Grade 4,668.717.7962x25738,12.0,0-14,True
S00546,Amanda Murray,,Grade 2,(896)304-1022x8344,,Unknown,True
S00547,Mary Gibbs,2013-03-04,Grade 1,+1-931-267-4841x99714,12.0,0-14,True
S00548,Joseph Nunez,2016-10-13,Grade 5,001-528-400-7977x029,8.0,0-14,True
S00549,Javier Gallagher,2006-08-08,Grade 5,328.722.9948,18.0,15-19,True
S00550,Arthur Brown,2013-07-22,Grade 1,001-929-257-8952x391,11.0,0-14,True
S00551,Thomas Padilla,2010-07-19,Grade 2,806-813-0369,14.0,0-14,True
S00552,Erika Wall,2010-08-11,Grade 2,3494771557,14.0,0-14,True
S00553,Christopher Fletcher,2011-02-07,Grade 2,001-959-331-7651x532,14.0,0-14,True
S00554,Kelsey Miller,2011-09-21,Grade 3,404-426-4899x04273,13.0,0-14,True
S00555,Cameron Turner,2012-09-03,Grade 2,722-845-5420,12.0,0-14,True
S00556,Joseph Clay,2012-04-29,Grade 3,+1-893-254-6111x5568,13.0,0-14,True
S00557,Elizabeth Stafford,2014-10-23,Grade 5,654.797.4661,10.0,0-14,True
S00558,Michael Hodges,2009-03-25,Grade 5,(715)771-4429x5636,16.0,15-19,True
S00559,David Rose,2007-07-09,Grade 4,680-548-6788x23455,17.0,15-19,True
S00560,Gregory Payne,2013-11-22,Grade 4,937.301.3013,11.0,0-14,True
S00561,Gina Smith,2006-12-05,Grade 1,+1-214-657-4991x004,18.0,15-19,True
S00562,Johnny Moore,2013-04-24,Grade 4,340.598.2999x8049,12.0,0-14,True
S00563,Jody Taylor,2007-04-28,Grade 4,001-555-731-0473x00423,18.0,15-19,True
S00564,Jennifer Garcia,2010-03-01,Grade 2,+1-645-762-3396x786,15.0,15-19,True
S00565,Steven Mcguire,2008-03-07,Grade 1,4386716000,17.0,15-19,True
S00566,Danielle Grant,,Grade 4,001-454-773-9867x651,,Unknown,True
S00567,Curtis Rowe,,Grade 3,001-776-333-5352x0698,,Unknown,True
S00568,Jennifer Wilson,2015-04-07,Grade 5,(894)849-0606x0759,10.0,0-14,True
S00569,Gloria Pineda,2015-09-07,Grade 5,+1-469-982-7889x882,9.0,0-14,True
S00570,Jennifer Hernandez,2014-04-13,Grade 3,+1-790-300-6682x8023,11.0,0-14,True
S00571,Christine Leach,2007-05-22,Grade 3,001-942-619-5430x77352,18.0,15-19,True
S00572,Stacey Villegas,2014-07-12,Grade 5,001-216-745-6288,10.0,0-14,True
S00573,Shelly Mcdowell,,Grade 1,453.806.9532,,Unknown,True
S00574,Sara Rosales,2009-03-27,Grade 4,747.750.1625,16.0,15-19,True
S00575,Dennis Montoya,2009-03-08,Grade 5,280.881.5227x60679,16.0,15-19,True
S00576,John Sandoval,2017-01-28,Grade 2,Not Provided,8.0,0-14,True
S00577,Jerry Mclaughlin,2006-06-28,Grade 4,816-290-4316,18.0,15-19,True
S00578,Jennifer Barnes,2010-02-07,Grade 1,001-386-691-0731x140,15.0,15-19,True
S00579,Jorge Lopez,2016-05-31,Grade 3,575.782.4221x987,9.0,0-14,True
S00580,Robert Garcia,2011-03-03,Grade 3,+1-777-217-8968x80510,14.0,0-14,True
S00581,Zachary Randolph,2018-06-30,Grade 1,(264)331-9786,6.0,0-14,True
S00582,Chad Conley,2018-09-30,Grade 1,3029635254,6.0,0-14,True
S00583,Ashley Joseph Md,2014-10-18,Grade 5,578.702.0493,10.0,0-14,True
S00584,John Hunt,2012-11-22,Grade 1,Not Provided,12.0,0-14,True
S00585,Alexis Marks,2013-09-05,Grade 4,337.378.8708,11.0,0-14,True
S00586,Kelly Williams,2010-12-11,Grade 2,+1-773-555-6015x779,14.0,0-14,True
S00587,Melvin Morales,,Grade 3,888-938-5105,,Unknown,True
S00588,Beth Jackson,2012-01-27,Grade 1,6155902372,13.0,0-14,True
S00589,Jennifer Park,2010-06-13,Grade 1,001-842-367-4749x674,15.0,15-19,True
S00590,Michael Craig,2010-05-28,Grade 4,952-274-9903,15.0,15-19,True
S00591,Neil Webb,,Grade 1,(990)218-7443,,Unknown,True
S00592,Evelyn Stanley,2008-10-11,Grade 3,388.969.7535,16.0,15-19,True
S00593,Austin Hoffman,2018-09-01,Grade 1,970-230-0220,6.0,0-14,True
S00594,Jeffrey Johnson,2016-06-12,Grade 1,986-647-7079x8002,9.0,0-14,True
S00595,Anna Porter,2011-07-03,Grade 5,(663)835-1444,13.0,0-14,True
S00596,Robert Evans,2011-08-28,Grade 4,Not Provided,13.0,0-14,True
S00597,Robert Townsend,2009-11-28,Grade 5,603.690.2185x1126,15.0,15-19,True
S00598,Mr. Barry Gonzalez,2016-05-05,Grade 1,787.690.9588,9.0,0-14,True
S00599,Corey Grant,2009-07-07,Grade 5,+1-802-221-4513x29270,15.0,15-19,True
S00600,Brittany Foster,,Grade 5,+1-565-781-5124,,Unknown,True
S00601,Kara Reed,2014-01-25,Grade 3,549.497.0816x692,11.0,0-14,True
S00602,Michelle Walker,2010-07-09,Grade 2,001-918-978-7141x2790,14.0,0-14,True
S00603,Christopher Lamb,2015-05-06,Grade 3,3528442100,10.0,0-14,True
S00604,Timothy Johnson,,Grade 2,001-318-895-8832x63264,,Unknown,True
S00605,Kenneth Gaines,2011-01-16,Grade 5,415.753.7788,14.0,0-14,True
S00606,Theresa Webb,2007-07-20,Grade 2,417.934.4641x39694,17.0,15-19,True
S00607,Wendy Anderson,2010-06-01,Grade 5,636-563-2496x87106,15.0,15-19,True
S00608,Kayla Gutierrez,2016-05-03,Grade 4,+1-728-388-8184x599,9.0,0-14,True
S00609,Tony Gomez,2014-07-16,Grade 1,4382341001,10.0,0-14,True
S00610,Rachel Short,2018-01-07,Grade 3,330.694.1151x526,7.0,0-14,True
S00611,Jill Holland,2016-01-10,Grade 4,975-584-7047x592,9.0,0-14,True
S00612,Tamara Rowe,2007-03-01,Grade 3,916.667.6385,18.0,15-19,True
S00613,Jesse Rollins,2012-08-09,Grade 1,+1-296-304-1684,12.0,0-14,True
S00614,Elaine Cardenas,2010-10-24,Grade 2,+1-315-477-9780x988,14.0,0-14,True
S00615,Mark Castillo,2008-06-25,Grade 2,(607)307-0098,17.0,15-19,True
S00616,Stephen Nichols,2012-05-20,Grade 2,Not Provided,13.0,0-14,True
S00617,Tyler Conner,2010-12-30,Grade 1,(754)468-1225x58269,14.0,0-14,True
S00618,Maria Hunt,2016-03-04,Grade 4,(688)945-9437x80262,9.0,0-14,True
S00619,Joshua Le,2016-08-29,Grade 5,+1-213-892-0288,8.0,0-14,True
S00620,Shawn Smith,2007-08-22,Grade 1,001-947-898-0913,17.0,15-19,True
S00621,Tanya Lee,2018-08-08,Grade 5,+1-565-220-4995x92662,6.0,0-14,True
S00622,Kelly Esparza,2008-05-23,Grade 1,738.879.2340,17.0,15-19,True
S00623,Willie Wolf,2006-09-21,Grade 3,540.477.5949,18.0,15-19,True
S00624,Daniel Goodman,2017-11-30,Grade 4,785.235.9096x9334,7.0,0-14,True
S00625,Michael Alvarado,2011-05-01,Grade 2,(557)860-1850x3273,14.0,0-14,True
S00626,Johnny White,,Grade 1,(626)333-7202,,Unknown,True
S00627,Laurie Rivera,2015-11-16,Grade 4,900.946.0080,9.0,0-14,True
